path,label
/content/drive/MyDrive/MDM/Dataset/Healthy/261.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/159.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/106.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/235.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/28.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/216.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/237.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/118.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/244.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/280.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/205.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/191.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/267.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/156.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/213.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/13.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/110.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/239.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/141.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/200.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/232.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/168.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/105.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/137.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/172.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/145.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/203.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/204.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/171.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/283.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/140.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/247.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/227.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/10.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/202.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/263.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/104.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/224.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/253.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/256.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/151.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/154.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/16.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/161.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/212.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/234.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/192.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/236.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/233.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/133.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/180.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/194.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/111.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/242.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/269.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/139.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/181.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/22.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/250.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/25.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/274.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/160.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/187.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/271.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/176.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/186.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/264.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/158.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/169.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/142.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/27.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/117.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/281.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/148.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/165.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/20.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/198.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/217.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/2.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/144.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/121.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/157.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/207.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/152.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/177.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/183.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/179.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/231.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/277.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/220.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/196.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/276.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/208.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/17.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/149.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/175.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/209.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/282.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/24.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/218.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/114.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/266.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/1.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/107.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/166.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/162.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/131.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/265.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/126.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/174.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/268.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/19.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/18.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/120.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/21.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/134.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/153.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/170.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/124.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/147.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/23.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/201.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/109.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/214.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/163.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/178.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/241.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/262.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/108.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/135.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/226.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/136.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/15.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/101.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/128.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/254.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/138.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/225.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/249.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/188.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/223.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/230.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/228.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/12.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/115.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/123.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/215.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/103.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/127.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/130.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/257.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/206.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/279.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/132.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/221.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/275.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/259.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/272.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/197.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/270.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/122.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/240.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/184.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/222.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/182.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/150.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/210.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/193.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/146.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/185.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/246.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/26.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/245.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/143.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/329.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/351.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/594.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/542.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/429.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/363.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/530.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/577.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/44.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/45.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/292.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/478.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/477.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/460.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/438.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/320.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/553.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/522.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/453.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/339.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/593.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/517.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/34.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/327.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/531.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/314.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/470.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/520.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/38.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/391.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/384.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/434.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/406.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/488.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/535.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/480.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/419.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/549.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/311.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/394.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/513.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/556.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/492.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/357.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/335.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/295.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/35.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/581.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/288.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/590.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/32.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/571.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/415.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/583.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/459.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/361.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/371.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/569.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/380.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/305.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/576.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/525.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/317.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/574.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/341.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/552.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/49.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/392.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/36.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/420.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/397.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/457.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/411.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/464.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/534.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/290.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/403.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/442.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/344.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/545.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/548.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/51.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/308.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/407.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/504.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/426.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/306.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/467.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/373.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/586.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/486.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/54.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/367.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/519.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/284.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/416.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/37.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/53.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/296.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/465.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/588.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/370.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/43.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/366.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/449.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/433.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/466.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/528.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/532.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/441.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/562.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/536.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/518.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/328.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/561.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/527.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/322.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/33.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/362.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/468.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/448.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/291.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/495.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/524.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/554.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/423.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/340.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/285.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/432.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/481.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/572.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/360.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/309.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/540.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/546.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/575.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/422.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/476.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/333.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/471.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/484.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/436.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/587.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/52.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/490.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/578.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/529.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/584.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/336.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/443.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/551.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/396.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/300.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/456.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/387.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/358.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/353.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/424.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/500.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/346.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/57.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/316.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/324.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/425.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/39.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/573.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/508.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/359.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/386.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/437.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/301.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/313.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/496.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/501.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/430.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/321.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/413.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/439.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/326.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/379.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/383.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/376.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/400.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/580.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/31.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/315.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/461.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/516.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/356.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/512.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/402.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/568.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/463.png,Healthy
/content/drive/MyDrive/MDM/Dataset/Healthy/398.png,Healthy
